Time (s),MCU_SEL,REG_DSEE,SRAM_SEL,REG_SET,MCU_SEFI,SRAM_TID,MCU_TID,REG_TID,WDT_TID
27839.0,0.9999999999895874,1.298728992336929e-05,0.9999999999999991,0.999999999999999,0.9999999999999993,0.0,0.0,0.0,0.0
28080.0,0.9999999999895881,1.3017628881596042e-05,0.9999999999999991,0.999999999999999,0.9999999999999993,0.0,0.0,0.0,0.0
28320.0,0.9999999999895886,1.3048520793602572e-05,0.9999999999999991,0.9999999999999991,0.9999999999999993,0.0,0.0,0.0,0.0
28560.0,0.999999999989589,1.307970994222989e-05,0.999999999999999,0.9999999999999992,0.9999999999999993,0.0,0.0,0.0,0.0
28799.0,0.9999999999895895,1.31113172793377e-05,0.999999999999999,0.9999999999999992,0.9999999999999993,0.0,0.0,0.0,0.0
29039.0,0.9999999999895899,1.3143189691928907e-05,0.9999999999999991,0.9999999999999992,0.9999999999999994,0.0,0.0,0.0,0.0
29280.0,0.9999999999895902,1.3175558509668538e-05,0.9999999999999991,0.9999999999999993,0.9999999999999994,0.0,0.0,0.0,0.0
29520.0,0.9999999999895907,1.320837404046896e-05,0.9999999999999991,0.9999999999999994,0.9999999999999993,0.0,0.0,0.0,0.0
29759.0,0.9999999999895908,1.3241291163916297e-05,0.9999999999999991,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0
29999.0,0.9999999999895911,1.3274211766450113e-05,0.9999999999999991,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0
30240.0,0.9999999999895913,1.330728851636432e-05,0.999999999999999,0.9999999999999992,0.9999999999999993,0.0,0.0,0.0,0.0
30480.0,0.9999999999895915,1.334036959932643e-05,0.9999999999999991,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0
30720.0,0.9999999999895918,1.3372999197815781e-05,0.9999999999999991,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0
30959.0,0.999999999989592,1.3405102807138226e-05,0.9999999999999992,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0
31199.0,0.999999999989592,1.3436308633736782e-05,0.9999999999999991,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0
31440.0,0.9999999999895921,1.3466613174323602e-05,0.9999999999999991,0.9999999999999992,0.9999999999999993,0.0,0.0,0.0,0.0
31680.0,0.9999999999895921,1.3495722173327446e-05,0.999999999999999,0.9999999999999991,0.9999999999999994,0.0,0.0,0.0,0.0
31919.0,0.9999999999895923,1.3523101975830784e-05,0.999999999999999,0.9999999999999991,0.9999999999999994,0.0,0.0,0.0,0.0
32159.0,0.9999999999895924,1.3548479331032754e-05,0.999999999999999,0.999999999999999,0.9999999999999994,0.0,0.0,0.0,0.0
