Time (hrs),SRAM_SEFI,SRAM_SEL,SRAM_TID,MCU_SEFI,MCU_SEL,MCU_TID,REG_SEGR,REG_TID,System,SRAM,MCU,REG
79.17206105421081,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.18856899021044,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.20507692621007,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.2215848622097,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.23809279820932,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.25460073420895,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.27110867020858,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.2876166062082,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.30412454220783,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.32063247820746,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.33714041420708,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.35364835020671,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.37015628620634,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.38666422220597,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.40317215820559,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.41968009420522,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.43618803020485,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.45269596620447,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.4692039022041,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.48571183820373,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.50221977420335,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.51872771020298,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
79.53523564620261,5.782596624e-11,0.0,0.0,3.1091329511e-10,2.58482125e-12,0.0,0.0,0.0,3.7132408258e-10,5.782596624e-11,3.1349811636e-10,0.0
