Time (s),Time Step (s),Dose Rate (rad/s),Dose (rad),Total Dose (rad),A,B,Z
12250000.0,50000.0,0.001,50.0,12300.0,0.5419941884591871,0.9999999971691367,1.0
12300000.0,50000.0,0.001,50.0,12350.0,0.5406408953093165,0.9999999963934563,1.0
12350000.0,50000.0,0.001,50.0,12400.0,0.5392909811668016,0.9999999954170377,1.0
12400000.0,50000.0,0.001,50.0,12450.0,0.5379444375946745,0.9999999941910698,1.0
12450000.0,50000.0,0.001,50.0,12500.0,0.5366012561770335,0.9999999926556624,1.0
12500000.0,50000.0,0.001,50.0,12550.0,0.5352614285189904,0.9999999907375181,1.0
12550000.0,50000.0,0.001,50.0,12600.0,0.5339249462466178,0.9999999883471573,1.0
12600000.0,50000.0,0.001,50.0,12650.0,0.5325918010068971,0.9999999853756182,1.0
12650000.0,50000.0,0.001,50.0,12700.0,0.5312619844676667,0.9999999816905434,1.0
12700000.0,50000.0,0.001,50.0,12750.0,0.5299354883175685,0.9999999771315489,1.0
12750000.0,50000.0,0.001,50.0,12800.0,0.5286123042659974,0.999999971504762,1.0
12800000.0,50000.0,0.001,50.0,12850.0,0.5272924240430485,0.9999999645763902,1.0
12850000.0,50000.0,0.001,50.0,12900.0,0.5259758393994665,0.9999999560651704,1.0
12900000.0,50000.0,0.001,50.0,12950.0,0.5246625421065929,0.9999999456335307,1.0
12950000.0,50000.0,0.001,50.0,13000.0,0.5233525239563153,0.9999999328772564,1.0
13000000.0,50000.0,0.001,50.0,13050.0,0.5220457767610162,0.9999999173134564,1.0
13050000.0,50000.0,0.001,50.0,13100.0,0.520742292353521,0.999999898366565,1.0
13100000.0,50000.0,0.001,50.0,13150.0,0.5194420625870482,0.999999875352114,1.0
13150000.0,50000.0,0.001,50.0,13200.0,0.5181450793351574,0.9999998474579521,1.0
13200000.0,50000.0,0.001,50.0,13250.0,0.5168513344916992,0.9999998137225707,1.0
13250000.0,50000.0,0.001,50.0,13300.0,0.515560819970764,0.9999997730101439,1.0
13300000.0,50000.0,0.001,50.0,13350.0,0.514273527706632,0.9999997239818563,1.0
13350000.0,50000.0,0.001,50.0,13400.0,0.5129894496537222,0.9999996650630376,1.0
13400000.0,50000.0,0.001,50.0,13450.0,0.5117085777865427,0.9999995944055818,1.0
13450000.0,50000.0,0.001,50.0,13500.0,0.5104309040996399,0.9999995098450776,1.0
13500000.0,50000.0,0.001,50.0,13550.0,0.5091564206075492,0.9999994088520041,1.0
13550000.0,50000.0,0.001,50.0,13600.0,0.5078851193447449,0.9999992884763117,1.0
13600000.0,50000.0,0.001,50.0,13650.0,0.5066169923655895,0.9999991452846232,1.0
13650000.0,50000.0,0.001,50.0,13700.0,0.5053520317442859,0.9999989752892389,1.0
13700000.0,50000.0,0.001,50.0,13750.0,0.5040902295748254,0.9999987738680489,1.0
13750000.0,50000.0,0.001,50.0,13800.0,0.5028315779709409,0.9999985356743974,1.0
13800000.0,50000.0,0.001,50.0,13850.0,0.5015760690660556,0.9999982545358536,1.0
13850000.0,50000.0,0.001,50.0,13900.0,0.5003236950132344,0.9999979233407805,1.0
13900000.0,50000.0,0.001,50.0,13950.0,0.499074447985136,0.9999975339115116,1.0
13950000.0,50000.0,0.001,50.0,14000.0,0.49782832017396195,0.9999970768628526,1.0
14000000.0,50000.0,0.001,50.0,14050.0,0.4965853037914095,0.9999965414445702,1.0
14050000.0,50000.0,0.001,50.0,14100.0,0.4953453910686223,0.9999959153664213,1.0
14100000.0,50000.0,0.001,50.0,14150.0,0.49410857425614174,0.9999951846042165,1.0
14150000.0,50000.0,0.001,50.0,14200.0,0.4928748456238585,0.9999943331853218,1.0
14200000.0,50000.0,0.001,50.0,14250.0,0.4916441974609651,0.9999933429519299,1.0
14250000.0,50000.0,0.001,50.0,14300.0,0.4904166220759061,0.9999921933003559,1.0
14300000.0,50000.0,0.001,50.0,14350.0,0.4891921117963316,0.9999908608945467,1.0
14350000.0,50000.0,0.001,50.0,14400.0,0.4879706589690481,0.9999893193519238,1.0
14400000.0,50000.0,0.001,50.0,14450.0,0.48675225595997174,0.9999875388996251,1.0
14450000.0,50000.0,0.001,50.0,14500.0,0.4855368951540795,0.9999854859991594,1.0
14500000.0,50000.0,0.001,50.0,14550.0,0.48432456895536247,0.9999831229374454,1.0
14550000.0,50000.0,0.001,50.0,14600.0,0.4831152697867781,0.9999804073821743,1.0
14600000.0,50000.0,0.001,50.0,14650.0,0.4819089900902025,0.9999772918994216,1.0
14650000.0,50000.0,0.001,50.0,14700.0,0.48070572232638364,0.9999737234314143,1.0
14700000.0,50000.0,0.001,50.0,14750.0,0.47950545897489416,0.9999696427323813,1.0
14750000.0,50000.0,0.001,50.0,14800.0,0.4783081925340842,0.9999649837604294,1.0
14800000.0,50000.0,0.001,50.0,14850.0,0.47711391552103444,0.9999596730234301,1.0
14850000.0,50000.0,0.001,50.0,14900.0,0.4759226204715099,0.9999536288769609,1.0
14900000.0,50000.0,0.001,50.0,14950.0,0.47473429993991245,0.9999467607724276,1.0
14950000.0,50000.0,0.001,50.0,15000.0,0.47354894649923507,0.9999389684535885,1.0
15000000.0,50000.0,0.001,50.0,15050.0,0.4723665527410147,0.9999301410998334,1.0
15050000.0,50000.0,0.001,50.0,15100.0,0.4711871112752868,0.9999201564147027,1.0
15100000.0,50000.0,0.001,50.0,15150.0,0.47001061473053796,0.9999088796583249,1.0
15150000.0,50000.0,0.001,50.0,15200.0,0.4688370557536613,0.9998961626226233,1.0
15200000.0,50000.0,0.001,50.0,15250.0,0.46766642700990924,0.999881842548386,1.0
15250000.0,50000.0,0.001,50.0,15300.0,0.4664987211828484,0.9998657409835336,1.0
15300000.0,50000.0,0.001,50.0,15350.0,0.4653339309743134,0.9998476625821953,1.0
15350000.0,50000.0,0.001,50.0,15400.0,0.46417204910436183,0.9998273938445166,1.0
15400000.0,50000.0,0.001,50.0,15450.0,0.4630130683112281,0.9998047017974456,1.0
15450000.0,50000.0,0.001,50.0,15500.0,0.4618569813512785,0.9997793326171089,1.0
15500000.0,50000.0,0.001,50.0,15550.0,0.4607037809989658,0.9997510101937708,1.0
15550000.0,50000.0,0.001,50.0,15600.0,0.4595534600467841,0.9997194346407825,1.0
15600000.0,50000.0,0.001,50.0,15650.0,0.4584060113052235,0.9996842807493618,1.0
15650000.0,50000.0,0.001,50.0,15700.0,0.4572614276027259,0.9996451963915025,1.0
15700000.0,50000.0,0.001,50.0,15750.0,0.4561197017856393,0.9996018008737941,1.0
15750000.0,50000.0,0.001,50.0,15800.0,0.4549808267181735,0.999553683245427,1.0
15800000.0,50000.0,0.001,50.0,15850.0,0.4538447952823559,0.9995004005641823,1.0
15850000.0,50000.0,0.001,50.0,15900.0,0.4527116003779861,0.9994414761247262,1.0
15900000.0,50000.0,0.001,50.0,15950.0,0.4515812349225923,0.9993763976540802,1.0
15950000.0,50000.0,0.001,50.0,16000.0,0.45045369185138673,0.999304615479683,1.0
16000000.0,50000.0,0.001,50.0,16050.0,0.44932896411722156,0.9992255406760185,1.0
16050000.0,50000.0,0.001,50.0,16100.0,0.44820704469054484,0.9991385431963401,1.0
