Time (hr),dose,SRAM_SEL,MCU_SEFI,MCU_SEL,LREG_SEGR,SRAM_TID,MCU_TID,LREG_TID,WDOG_TID
4.06639,2.3648898386198403e-06,6.715152310146923e-06,6.96412034770455e-08,7.029990106156768e-06,1.084224675419141e-08,0.0,0.0,0.0,0.0
4.13306,2.4237736015928378e-06,6.857476246007398e-06,7.108959205875407e-08,7.179146102707475e-06,1.1054231047592374e-08,0.0,0.0,0.0,0.0
4.2,2.4687737837646656e-06,6.965887771375465e-06,7.219266532579113e-08,7.292765845593548e-06,1.1215922793542478e-08,0.0,0.0,0.0,0.0
4.26667,2.5003660618799184e-06,7.041825562468271e-06,7.296535108623177e-08,7.372355754908553e-06,1.132962364254874e-08,0.0,0.0,0.0,0.0
4.33333,2.520042869569247e-06,7.0890663188311075e-06,7.3446244765506e-08,7.421873101005103e-06,1.1401044462615324e-08,0.0,0.0,0.0,0.0
4.39972,2.528812749743882e-06,7.110136737561098e-06,7.366113226854733e-08,7.4439653800927116e-06,1.1433952649300126e-08,0.0,0.0,0.0,0.0
4.46639,2.528053212416241e-06,7.108384035371272e-06,7.364405755144636e-08,7.442140125672702e-06,1.1433268881944576e-08,0.0,0.0,0.0,0.0
4.53333,2.5193109770862933e-06,7.087517056537973e-06,7.343271180652746e-08,7.420284182853794e-06,1.1404445098380445e-08,0.0,0.0,0.0,0.0
4.6,2.504254164081911e-06,7.051508503602525e-06,7.306742599409495e-08,7.382560732804624e-06,1.1353266880160331e-08,0.0,0.0,0.0,0.0
4.66639,2.4840257909428337e-06,7.003064464476341e-06,7.257567395136829e-08,7.3318059729663e-06,1.1283708821163896e-08,0.0,0.0,0.0,0.0
4.73306,2.4603160296134005e-06,6.946201022939714e-06,7.199821643793493e-08,7.272228411609082e-06,1.120161078123764e-08,0.0,0.0,0.0,0.0
4.8,2.4345274648797892e-06,6.884256696577807e-06,7.136895745697806e-08,7.2073265844415095e-06,1.111185140928155e-08,0.0,0.0,0.0,0.0
4.86667,2.4077239463492623e-06,6.81977052704849e-06,7.071369322156147e-08,7.1397612260180405e-06,1.1018158374460343e-08,0.0,0.0,0.0,0.0
4.93333,2.3812066764599552e-06,6.755868560822125e-06,7.00641999634214e-08,7.07280794769783e-06,1.092511420262895e-08,0.0,0.0,0.0,0.0
4.99972,2.355470915950163e-06,6.693749702428285e-06,6.943268255484534e-08,7.007723070483261e-06,1.0834504123361898e-08,0.0,0.0,0.0,0.0
5.06639,2.331801925467938e-06,6.636531408523326e-06,6.885086320531893e-08,6.947772969247989e-06,1.0750917184503598e-08,0.0,0.0,0.0,0.0
5.13333,2.3106434186951423e-06,6.5853098646430645e-06,6.832992176626971e-08,6.894106152321852e-06,1.0675996823131067e-08,0.0,0.0,0.0,0.0
5.2,2.301112760561026e-06,6.562215126456074e-06,6.809501064418385e-08,6.869908967753578e-06,1.0642187932968358e-08,0.0,0.0,0.0,0.0
5.26639,2.2820878931600466e-06,6.516071909629881e-06,6.762560435282468e-08,6.821563229775745e-06,1.0574590862742836e-08,0.0,0.0,0.0,0.0
5.33306,2.2705253495833313e-06,6.4880003618492195e-06,6.734000236548766e-08,6.7921518691826836e-06,1.0533435367916188e-08,0.0,0.0,0.0,0.0
5.4,2.26359632182796e-06,6.471168012820485e-06,6.716873528686947e-08,6.774516177198894e-06,1.0508746882394993e-08,0.0,0.0,0.0,0.0
5.46667,2.2617754186716095e-06,6.466743326897992e-06,6.712371453324866e-08,6.769880323965351e-06,1.0502255203032944e-08,0.0,0.0,0.0,0.0
5.53333,2.2642020666845313e-06,6.472639819866887e-06,6.718371082369369e-08,6.776058228786933e-06,1.051090574748551e-08,0.0,0.0,0.0,0.0
5.59972,2.2708247666495055e-06,6.488727551226334e-06,6.734740142520061e-08,6.792913765353745e-06,1.0534501426701421e-08,0.0,0.0,0.0,0.0
5.66639,2.281794371257681e-06,6.515359556241218e-06,6.761835744350704e-08,6.8208168748405176e-06,1.0573546275390115e-08,0.0,0.0,0.0,0.0
5.73333,2.29684938350951e-06,6.551879548625285e-06,6.798987574396403e-08,6.859080029428516e-06,1.0627053468664308e-08,0.0,0.0,0.0,0.0
5.8,2.3153390881357616e-06,6.5966832917901855e-06,6.844560099232738e-08,6.90602251604842e-06,1.069264005086395e-08,0.0,0.0,0.0,0.0
5.86639,2.337066871947047e-06,6.649266429140231e-06,6.898036742476956e-08,6.96111598328992e-06,1.0769531243098763e-08,0.0,0.0,0.0,0.0
5.93306,2.361412576168854e-06,6.708100008474467e-06,6.957858467658357e-08,7.0227585480006e-06,1.0855448337573893e-08,0.0,0.0,0.0,0.0
6.0,2.387391137205181e-06,6.770781356392421e-06,7.021578667483761e-08,7.088432818480291e-06,1.0946843807247626e-08,0.0,0.0,0.0,0.0
6.06667,2.4145744433541177e-06,6.836262105759674e-06,7.088128744110807e-08,7.157040284466671e-06,1.104213965808024e-08,0.0,0.0,0.0,0.0
6.13333,2.441485317654124e-06,6.900979183108346e-06,7.1538851287863e-08,7.224847527247688e-06,1.1136109873497662e-08,0.0,0.0,0.0,0.0
6.19972,2.467312048700881e-06,6.962988503466287e-06,7.216871759430276e-08,7.2898172810051105e-06,1.1225883242014629e-08,0.0,0.0,0.0,0.0
6.26639,2.490511680662129e-06,7.018604580082834e-06,7.273344486213356e-08,7.348087559916691e-06,1.1306073659008773e-08,0.0,0.0,0.0,0.0
6.33333,2.509624396077219e-06,7.064357323909199e-06,7.319780526505174e-08,7.396021911787694e-06,1.1371609431427677e-08,0.0,0.0,0.0,0.0
6.4,2.523096944429996e-06,7.09656088560571e-06,7.352437927227154e-08,7.429757684073991e-06,1.1417114279319417e-08,0.0,0.0,0.0,0.0
6.46639,2.5293321946097377e-06,7.111421953010543e-06,7.367466264139992e-08,7.445319513380415e-06,1.1437048029357729e-08,0.0,0.0,0.0,0.0
6.53306,2.5266005443341955e-06,7.1048139147945444e-06,7.360674426595732e-08,7.438382810697441e-06,1.14253739256466e-08,0.0,0.0,0.0,0.0
6.6,2.513306393441242e-06,7.072895661154142e-06,7.328158613801842e-08,7.4049223240782575e-06,1.1376463962045472e-08,0.0,0.0,0.0,0.0
6.66667,2.4879340177889345e-06,7.011958617422227e-06,7.266142940517294e-08,7.341051784909491e-06,1.1284821722229208e-08,0.0,0.0,0.0,0.0
6.73333,2.449192145814256e-06,6.918749783105774e-06,7.171305270939327e-08,7.243362720228254e-06,1.1145569919679111e-08,0.0,0.0,0.0,0.0
6.79972,2.3959197679031544e-06,6.79021959952061e-06,7.040519043633616e-08,7.1086602874016264e-06,1.0954043319817208e-08,0.0,0.0,0.0,0.0
6.86639,2.3279362111842067e-06,6.625556210449e-06,6.87291899551475e-08,6.936095309349741e-06,1.0708796318739452e-08,0.0,0.0,0.0,0.0
6.93333,2.2447712545114353e-06,6.423109303291478e-06,6.666770692530118e-08,6.723940519973932e-06,1.0407010714780543e-08,0.0,0.0,0.0,0.0
7.0,2.146852103607523e-06,6.183258605464648e-06,6.422388758263792e-08,6.472596820872237e-06,1.004876897993078e-08,0.0,0.0,0.0,0.0
7.06639,2.0352176597145297e-06,5.9077516720115235e-06,6.141465150172145e-08,6.183899214663545e-06,9.636073636136118e-09,0.0,0.0,0.0,0.0
