Time (s),dose,REG_SET,MCU_SEFI,REG_DSEE,SRAM_SEL,MCU_SEL,DOSE (rad)
713844.0,,2.52562015737598e-06,1.0094314932760597e-06,1.1092619548516625e-10,3.048170695298908e-06,6.064969772172488e-07,2.0653604114568216e-06
714084.0,,2.549134009776937e-06,1.0188233561449275e-06,1.1072826784203456e-10,3.073674731147237e-06,6.115696697272061e-07,2.0874238697857186e-06
714324.0,,2.5631472612788787e-06,1.0244195615553436e-06,1.105900099147344e-10,3.088653357120806e-06,6.145477882957299e-07,2.100673702355846e-06
714563.0,,2.5685384361301485e-06,1.0265711619170245e-06,1.1050591828926286e-10,3.0941055484437537e-06,6.156301822456211e-07,2.10590313203899e-06
714803.0,,2.566452858405393e-06,1.0257357901326847e-06,1.1046967700123953e-10,3.0913163463230776e-06,6.150726376704314e-07,2.1041659071601784e-06
715044.0,,2.558118648626313e-06,1.0224041022616042e-06,1.104739311521321e-10,3.081645126090077e-06,6.131456829539898e-07,2.096605744506238e-06
715284.0,,2.5448716532858304e-06,1.0171098200099103e-06,1.105116938553136e-10,3.0665736971567767e-06,6.101442494461834e-07,2.0844680310811664e-06
715523.0,,2.5275823843235007e-06,1.0102006897915954e-06,1.105774524226302e-10,3.0470531474730666e-06,6.062575784411372e-07,2.0685731180422022e-06
715763.0,,2.507601446156856e-06,1.0022163286975008e-06,1.1066421491070588e-10,3.0245801358424647e-06,6.017835546199487e-07,2.0501805766128954e-06
716004.0,,2.486033667069414e-06,9.935981318297086e-07,1.1076559181588461e-10,3.0003736225287543e-06,5.969647593740035e-07,2.0303218111826558e-06
716244.0,,2.4637123079698664e-06,9.846789892801383e-07,1.108764197071237e-10,2.97535127093907e-06,5.919837992869934e-07,2.009774108958475e-06
716484.0,,2.441680186266191e-06,9.75875534799516e-07,1.1099040260735324e-10,2.9506692816048453e-06,5.870707679284401e-07,1.989503399494176e-06
716723.0,,2.4203212110705234e-06,9.673411279834222e-07,1.1110455241810789e-10,2.926749010653926e-06,5.823094887349397e-07,1.9698654975758046e-06
716963.0,,2.4006849097176766e-06,9.59495098235168e-07,1.1121229363734308e-10,2.9047603748872896e-06,5.779327897359419e-07,1.951825005505971e-06
