Run,REG_TID,REG_DSEE,MCU_TID,MCU_SEL,WDT_TID,MCU_SEFI,SRAM_TID,SRAM_SEL,REG,WDT,Harden_MCU_SEFI,Harden_SRAM_SEL,Harden_MCU_SEL,SRAM,MCU,Payload
646,1010145.4179046182,2883423681.0326276,662008.1494571533,586.0636230457259,inf,936.2672074948781,inf,809.8748766111254,1010145.4179046182,inf,inf,inf,inf,inf,662008.1494571533,662008.1494571533
647,1088580.1067114023,75918367.23551321,658572.0280081506,510.3098685508529,inf,658.2929565454235,inf,803.4462569192252,1088580.1067114023,inf,inf,inf,inf,inf,658572.0280081506,658572.0280081506
648,1124528.6472156935,7049727328.614295,817253.6351387785,641.1795417278836,inf,228.82322484355524,inf,535.2355036034024,1124528.6472156935,inf,inf,inf,inf,inf,817253.6351387785,817253.6351387785
649,969299.649066343,4764681280.843153,623627.8284503005,1040.032241721095,inf,1057.0814207494345,inf,984.6848573849298,969299.649066343,inf,inf,inf,inf,inf,623627.8284503005,623627.8284503005
650,1272814.2565975988,2433671320.1573896,816952.613064062,611.6070456645039,inf,232.71321320246287,inf,628.2998982888647,1272814.2565975988,inf,inf,inf,inf,inf,816952.613064062,816952.613064062
651,1363553.735234753,2536005192.670101,738770.1162495309,686.3463826811072,inf,959.9517361559199,inf,790.0547974494664,1363553.735234753,inf,inf,inf,inf,inf,738770.1162495309,738770.1162495309
652,1087946.1428370655,2508664498.735873,813933.6835758397,1072.1702198086164,inf,253.86654962719712,inf,13.144720008297284,1087946.1428370655,inf,inf,inf,inf,inf,813933.6835758397,813933.6835758397
653,1085034.6997830921,2410989225.902413,701134.998355253,621.9561047531795,inf,489.74945710628276,inf,886.9094622422865,1085034.6997830921,inf,inf,inf,inf,inf,701134.998355253,701134.998355253
654,1306773.1329058316,1834788910.9724457,697534.6375242628,1066.442592358584,inf,1001.1539044871802,inf,15.145378363610243,1306773.1329058316,inf,inf,inf,inf,inf,697534.6375242628,697534.6375242628
655,1090217.7912584862,7484716111.138106,661859.02624294,1069.419795237327,inf,475.34449073318916,inf,1.4887785980163284,1090217.7912584862,inf,inf,inf,inf,inf,661859.02624294,661859.02624294
656,1010615.2661053493,4536319427.489434,661271.3420053613,978.9281660674196,inf,800.3896306118991,inf,765.6165482905199,1010615.2661053493,inf,inf,inf,inf,inf,661271.3420053613,661271.3420053613
657,1123896.6348055557,4707876673.69255,662344.1678917493,306.51552906894136,inf,307.71332062224167,inf,667.6269466600603,1123896.6348055557,inf,inf,inf,inf,inf,662344.1678917493,662344.1678917493
658,1088109.7214661739,2600099849.2387257,697468.4037508499,896.4855913862034,inf,817.2582501704916,inf,1065.2415119587367,1088109.7214661739,inf,inf,inf,inf,inf,697468.4037508499,697468.4037508499
659,1325047.1667913706,2499689476.362694,734537.9653773999,99.81794731795209,inf,836.0515302282432,inf,65.61193123495971,1325047.1667913706,inf,inf,inf,inf,inf,734537.9653773999,734537.9653773999
660,1011008.6566078066,5468957906.083924,735026.0558633457,1079.4776910447986,inf,570.5776995243738,inf,1039.3994882840473,1011008.6566078066,inf,inf,inf,inf,inf,735026.0558633457,735026.0558633457
661,1088786.5753458035,3199328413.6129227,661615.2190809002,653.3683680158689,inf,860.5156897720822,inf,835.0253981189692,1088786.5753458035,inf,inf,inf,inf,inf,661615.2190809002,661615.2190809002
662,894688.3265957317,3025360275.4209857,583186.7325126644,232.34540024274136,inf,35.80461414481098,inf,698.6820119952866,894688.3265957317,inf,inf,inf,inf,inf,583186.7325126644,583186.7325126644
663,1008172.3060937664,3555928247.415319,735124.1830383281,872.174587702069,inf,639.6838306647732,inf,302.2895857495415,1008172.3060937664,inf,inf,inf,inf,inf,735124.1830383281,735124.1830383281
664,893644.0204081491,6420459164.231761,660897.4314834492,576.2794669825408,inf,785.3619677277899,inf,196.3088591802723,893644.0204081491,inf,inf,inf,inf,inf,660897.4314834492,660897.4314834492
665,1127437.4395769124,908557253.8800673,777164.7365660332,380.8583025987204,inf,921.7988574326437,inf,719.4259347567294,1127437.4395769124,inf,inf,inf,inf,inf,777164.7365660332,777164.7365660332
666,1090099.6376063856,2640823272.149436,696675.2193456416,933.5184092599741,inf,97.54854273148257,inf,701.1941867032472,1090099.6376063856,inf,inf,inf,inf,inf,696675.2193456416,696675.2193456416
667,931135.9259443356,780953881.8436661,739346.5123272534,139.4486899843239,inf,902.1202964488789,inf,705.7116139847586,931135.9259443356,inf,inf,inf,inf,inf,739346.5123272534,739346.5123272534
668,1048598.3019871686,3253141385.111064,659099.3276324656,317.7800558737761,inf,696.7109376376815,inf,57.88199886815801,1048598.3019871686,inf,inf,inf,inf,inf,659099.3276324656,659099.3276324656
669,971504.7084106783,5221902984.132597,817628.277733699,601.9167466834036,inf,1061.1494589120225,inf,719.1187417467931,971504.7084106783,inf,inf,inf,inf,inf,817628.277733699,817628.277733699
670,1270636.7813088475,1225530849.3954277,662142.3073472502,562.1456879428395,inf,1042.484571303665,inf,211.38001013801144,1270636.7813088475,inf,inf,inf,inf,inf,662142.3073472502,662142.3073472502
671,1221180.9951506532,7161815656.396087,661766.5061180325,338.58952201359574,inf,1025.0212707378926,inf,241.6977614088905,1221180.9951506532,inf,inf,inf,inf,inf,661766.5061180325,661766.5061180325
672,1249318.0821130734,4026319158.7329035,818031.8791625589,903.3263764494577,inf,718.0272428532372,inf,276.1774487322815,1249318.0821130734,inf,inf,inf,inf,inf,818031.8791625589,818031.8791625589
673,1012679.4681590794,117404231.04760559,622660.7422179608,290.95043983935346,inf,330.0575684521814,inf,271.67786619484275,1012679.4681590794,inf,inf,inf,inf,inf,622660.7422179608,622660.7422179608
674,1049783.904923096,7477316971.735878,817014.9405317762,1054.653585648533,inf,600.2901547198713,inf,127.25900754990964,1049783.904923096,inf,inf,inf,inf,inf,817014.9405317762,817014.9405317762
675,1087920.6101266297,5916801875.821736,777632.7825270436,927.5600478409833,inf,894.5396607704304,inf,1014.4822438420701,1087920.6101266297,inf,inf,inf,inf,inf,777632.7825270436,777632.7825270436
676,1356040.5650754296,6840808547.222145,584539.4912947143,784.6887589950738,inf,782.2971517795643,inf,1030.1840253133264,1356040.5650754296,inf,inf,inf,inf,inf,584539.4912947143,584539.4912947143
677,932953.616963643,1567563910.2472057,657767.1327445703,653.8446499365575,inf,13.205723021850845,inf,507.75578661395804,932953.616963643,inf,inf,inf,inf,inf,657767.1327445703,657767.1327445703
678,1007486.0561427085,7741311008.7510605,778107.7451235289,1052.7210798322023,inf,101.88608830748468,inf,628.1908396668921,1007486.0561427085,inf,inf,inf,inf,inf,778107.7451235289,778107.7451235289
679,930094.1890376982,82827072.71081008,583362.1382778531,777.3280359307864,inf,679.8721074247919,inf,701.4827201152475,930094.1890376982,inf,inf,inf,inf,inf,583362.1382778531,583362.1382778531
680,1317944.2374790274,3262587112.573435,657946.48061445,808.3513877316857,inf,526.8715056966662,inf,955.9541895334658,1317944.2374790274,inf,inf,inf,inf,inf,657946.48061445,657946.48061445
